ticker,date,open,high,low,close
SKL,2022-03-31,0.289658,0.295989,0.243249,0.246949
SKL,2022-04-01,0.246874,0.297519,0.235647,0.289787
SKL,2022-04-02,0.290116,0.313725,0.264979,0.277011
SKL,2022-04-03,0.277011,0.288515,0.257803,0.265806
SKL,2022-04-04,0.266006,0.280484,0.246674,0.262579
SKL,2022-04-05,0.262853,0.283085,0.24935,0.255951
SKL,2022-04-06,0.255926,0.258552,0.2104,0.215422
SKL,2022-04-07,0.2154,0.226723,0.2043,0.217222
SKL,2022-04-08,0.217122,0.223322,0.197759,0.198379
SKL,2022-04-09,0.198679,0.203061,0.192558,0.19996
SKL,2022-04-10,0.20024,0.216565,0.196039,0.208563
SKL,2022-04-11,0.208042,0.211121,0.172252,0.172652
SKL,2022-04-12,0.172952,0.203241,0.170951,0.188156
SKL,2022-04-13,0.187856,0.207683,0.182855,0.195559
SKL,2022-04-14,0.195759,0.208763,0.189257,0.19742
SKL,2022-04-15,0.19762,0.206141,0.191519,0.193239
SKL,2022-04-16,0.193039,0.195639,0.184618,0.188938
SKL,2022-04-17,0.188938,0.194139,0.186137,0.186837
SKL,2022-04-18,0.187037,0.187856,0.171734,0.186556
SKL,2022-04-19,0.186556,0.204741,0.185337,0.20114
SKL,2022-04-20,0.20114,0.209842,0.195439,0.20004
SKL,2022-04-21,0.19974,0.214943,0.188319,0.188338
SKL,2022-04-22,0.188219,0.193439,0.183618,0.186819
SKL,2022-04-23,0.186937,0.191138,0.183437,0.185119
SKL,2022-04-24,0.185337,0.188038,0.176118,0.181536
SKL,2022-04-25,0.181536,0.181836,0.165617,0.178336
SKL,2022-04-26,0.178636,0.181436,0.159416,0.161716
SKL,2022-04-27,0.161716,0.1662,0.1549,0.160616
SKL,2022-04-28,0.160716,0.20452,0.158916,0.1969
SKL,2022-04-29,0.19702,0.2039,0.166117,0.166317
SKL,2022-04-30,0.166017,0.171117,0.159216,0.159216
SKL,2022-05-01,0.159,0.159,0.1398,0.1487
SKL,2022-05-02,0.148615,0.154015,0.1399,0.146315
SKL,2022-05-03,0.146415,0.152215,0.137486,0.139686
SKL,2022-05-04,0.139786,0.1573,0.138686,0.1555
SKL,2022-05-05,0.1555,0.163067,0.137373,0.142172
SKL,2022-05-06,0.142386,0.146585,0.134773,0.141586
SKL,2022-05-07,0.141772,0.143686,0.134273,0.134687
SKL,2022-05-08,0.135073,0.137645,0.127736,0.13356
SKL,2022-05-09,0.13356,0.13356,0.109267,0.112078
SKL,2022-05-10,0.112378,0.125162,0.101659,0.108057
SKL,2022-05-11,0.108357,0.117953,0.072516,0.078708
SKL,2022-05-12,0.079106,0.087648,0.0574508,0.074805
SKL,2022-05-13,0.0747975,0.0982918,0.0726034,0.0860535
SKL,2022-05-14,0.0859536,0.0889307,0.074144,0.0813859
SKL,2022-05-15,0.081286,0.0920709,0.0806788,0.0885936
SKL,2022-05-16,0.0887933,0.0915991,0.0803035,0.0841904
SKL,2022-05-17,0.0845899,0.0930975,0.0803793,0.0893836
SKL,2022-05-18,0.0895834,0.0942773,0.0786976,0.079896
SKL,2022-05-19,0.079888,0.0864221,0.0749025,0.0823258
SKL,2022-05-20,0.0818263,0.0864048,0.0751098,0.0760011
SKL,2022-05-21,0.0763083,0.0842903,0.0756092,0.078398
SKL,2022-05-22,0.0783901,0.0859881,0.0769998,0.0846982
SKL,2022-05-23,0.0846982,0.0898101,0.0811026,0.0819016
SKL,2022-05-24,0.0814939,0.0847067,0.0767078,0.0834913
SKL,2022-05-25,0.0836827,0.0869043,0.0804115,0.0848066
SKL,2022-05-26,0.0845984,0.0897012,0.0637234,0.0695234
SKL,2022-05-27,0.0694305,0.0702297,0.0611327,0.0625481
SKL,2022-05-28,0.062494,0.0652427,0.0602181,0.0627335
SKL,2022-05-29,0.0626743,0.0657076,0.0588212,0.0652452
SKL,2022-05-30,0.0652595,0.0713759,0.0644966,0.0703007
SKL,2022-05-31,0.0704417,0.0738343,0.0657544,0.0707534
SKL,2022-06-01,0.0708392,0.0841376,0.0651818,0.0668398
SKL,2022-06-02,0.0668391,0.0680907,0.0646228,0.0680347
SKL,2022-06-03,0.0679598,0.0695866,0.063706,0.0660735
SKL,2022-06-04,0.0661394,0.0733456,0.0637656,0.0692204
SKL,2022-06-05,0.0692383,0.0706511,0.0663725,0.0689501
SKL,2022-06-06,0.069045,0.0729677,0.0671655,0.0700274
